"Directory","Count"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..roundprocessmanager_31bf3856ad364e35_10.0.26100.7920_none_01ddec97a195966c","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..roundprocessmanager_31bf3856ad364e35_10.0.26100.1150_none_02376171a15213ff\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..roundprocessmanager_31bf3856ad364e35_10.0.26100.1150_none_02376171a15213ff","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..roundprocessmanager_31bf3856ad364e35_10.0.26100.7309_none_021bfe83a167a2c1\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..s-callhistoryclient_31bf3856ad364e35_10.0.26100.5074_none_51225f41419afca7\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..-socialrtcomponents_31bf3856ad364e35_10.0.26100.1150_none_7769ee237b3288c2\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..-socialrtcomponents_31bf3856ad364e35_10.0.26100.1150_none_7769ee237b3288c2","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..s-callhistoryclient_31bf3856ad364e35_10.0.26100.1150_none_5115e24941a48aca","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..s-callhistoryclient_31bf3856ad364e35_10.0.26100.1150_none_5115e24941a48aca\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..s-callhistoryclient_31bf3856ad364e35_10.0.26100.5074_none_51225f41419afca7","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..policy-core-preview_31bf3856ad364e35_10.0.26100.7920_none_e4fdf4b7e4036ae6","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..onwakesettingflyout_31bf3856ad364e35_10.0.26100.7309_none_481937d09183757f","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..onwakesettingflyout_31bf3856ad364e35_10.0.26100.7309_none_481937d09183757f\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..-orchestratordocked_31bf3856ad364e35_10.0.26100.7309_none_a9fcc5712c682c6b","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ommunicationmanager_31bf3856ad364e35_10.0.26100.7309_none_718f89bd6c76a4b9","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ommunicationmanager_31bf3856ad364e35_10.0.26100.7705_none_7164a52d6c96adf9","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ommunicationmanager_31bf3856ad364e35_10.0.26100.7920_none_715177d16ca49864","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..pectedcodepathtasks_31bf3856ad364e35_10.0.26100.7309_none_9a084ed41ec9cb36","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..policy-core-preview_31bf3856ad364e35_10.0.26100.7309_none_e53c06a3e3d5773b","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..policy-core-preview_31bf3856ad364e35_10.0.26100.7705_none_e5112213e3f5807b","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..-orchestratordocked_31bf3856ad364e35_10.0.26100.7824_none_a9c928512c8e6aa9","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..-orchestratordocked_31bf3856ad364e35_10.0.26100.7920_none_a9beb3852c962016","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..pectedcodepathtasks_31bf3856ad364e35_10.0.26100.7309_none_9a084ed41ec9cb36\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ucm-classextension_31bf3856ad364e35_10.0.26100.7705_none_d1c2472d0698f758","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ucm-classextension_31bf3856ad364e35_10.0.26100.7920_none_d1af19d106a6e1c3\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ucm-classextension_31bf3856ad364e35_10.0.26100.7920_none_d1af19d106a6e1c3","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ucm-classextension_31bf3856ad364e35_10.0.26100.7309_none_d1ed2bbd0678ee18\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ucm-classextension_31bf3856ad364e35_10.0.26100.7309_none_d1ed2bbd0678ee18","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ucm-classextension_31bf3856ad364e35_10.0.26100.7705_none_d1c2472d0698f758\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uianimation_31bf3856ad364e35_10.0.26100.7309_none_2748f7331f9b8543","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uianimation_31bf3856ad364e35_10.0.26100.7705_none_271e12a31fbb8e83\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uianimation_31bf3856ad364e35_10.0.26100.7705_none_271e12a31fbb8e83","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uianimation_31bf3856ad364e35_10.0.26100.1150_none_27645a211f85f681\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uianimation_31bf3856ad364e35_10.0.26100.1150_none_27645a211f85f681","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uianimation_31bf3856ad364e35_10.0.26100.7309_none_2748f7331f9b8543\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..zation-core-preview_31bf3856ad364e35_10.0.26100.7920_none_8ff3537e415967bc","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..teauth-core-preview_31bf3856ad364e35_10.0.26100.7705_none_5dc69dbedb42138c","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..teauth-core-preview_31bf3856ad364e35_10.0.26100.7920_none_5db37062db4ffdf7","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..teelevatedinstaller_31bf3856ad364e35_10.0.26100.7309_none_215abf7bbb2eee1d\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..-socialrtcomponents_31bf3856ad364e35_10.0.26100.7309_none_774e8b357b481784\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..-socialrtcomponents_31bf3856ad364e35_10.0.26100.7309_none_774e8b357b481784","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..teauth-core-preview_31bf3856ad364e35_10.0.26100.7309_none_5df1824edb220a4c","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..usappupdatehandlers_31bf3856ad364e35_10.0.26100.7920_none_24557b4ef60210de","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..zation-core-preview_31bf3856ad364e35_10.0.26100.7309_none_9031656a412b7411","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..zation-core-preview_31bf3856ad364e35_10.0.26100.7705_none_900680da414b7d51","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..teelevatedinstaller_31bf3856ad364e35_10.0.26100.7309_none_215abf7bbb2eee1d","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..tyvm-sysprep-shared_31bf3856ad364e35_10.0.26100.1_none_82a2e35603e4ff49","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..usappupdatehandlers_31bf3856ad364e35_10.0.26100.7824_none_245ff01af5fa5b71","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..mization-mi-preview_31bf3856ad364e35_10.0.26100.7920_none_a621915da2f2421d","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ell-sharedutilities_31bf3856ad364e35_10.0.26100.7920_none_66d2dec1ba85827f","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..epowerwmi-providers_31bf3856ad364e35_10.0.26100.1150_none_dd354e9cbe2fb66a\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..epowerwmi-providers_31bf3856ad364e35_10.0.26100.1150_none_dd354e9cbe2fb66a","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ell-sharedutilities_31bf3856ad364e35_10.0.26100.7705_none_66e60c1dba779814\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ell-sharedutilities_31bf3856ad364e35_10.0.26100.7705_none_66e60c1dba779814","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ell-sharedutilities_31bf3856ad364e35_10.0.26100.7920_none_66d2dec1ba85827f\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ernal-adaptivecards_31bf3856ad364e35_10.0.26100.7824_none_58b389925f65e1e0","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ess-userdataservice_31bf3856ad364e35_10.0.26100.7309_none_da86f52ddf80b729\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ess-userdataservice_31bf3856ad364e35_10.0.26100.7309_none_da86f52ddf80b729","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ernal-adaptivecards_31bf3856ad364e35_10.0.26100.7309_none_58e726b25f3fa3a2\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ernal-adaptivecards_31bf3856ad364e35_10.0.26100.7309_none_58e726b25f3fa3a2","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ernal-adaptivecards_31bf3856ad364e35_10.0.26100.7824_none_58b389925f65e1e0\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ell-sharedutilities_31bf3856ad364e35_10.0.26100.7309_none_6710f0adba578ed4","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..client-decoder-host_31bf3856ad364e35_10.0.26100.7705_none_be31638ffc8ab65f","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..datesupport-preview_31bf3856ad364e35_10.0.26100.7309_none_6128227bbd34c847","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..datesupport-preview_31bf3856ad364e35_10.0.26100.7309_none_ccb1a011200bd558","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..client-decoder-host_31bf3856ad364e35_10.0.26100.7309_none_be5c481ffc6aad1f\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..client-decoder-host_31bf3856ad364e35_10.0.26100.7309_none_be5c481ffc6aad1f","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..client-decoder-host_31bf3856ad364e35_10.0.26100.7705_none_be31638ffc8ab65f\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..datesupport-preview_31bf3856ad364e35_10.0.26100.7920_none_cc738e252039c903","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..diagnostics-preview_31bf3856ad364e35_10.0.26100.7920_none_7ecaa7f4af316bd1","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ell-sharedutilities_31bf3856ad364e35_10.0.26100.7309_none_6710f0adba578ed4\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..datesupport-preview_31bf3856ad364e35_10.0.26100.7705_none_60fd3debbd54d187","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..datesupport-preview_31bf3856ad364e35_10.0.26100.7705_none_cc86bb81202bde98","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..datesupport-preview_31bf3856ad364e35_10.0.26100.7920_none_60ea108fbd62bbf2","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ll-windowtabmanager_31bf3856ad364e35_10.0.26100.7824_none_b8eb807a56a2cf35\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ll-windowtabmanager_31bf3856ad364e35_10.0.26100.7824_none_b8eb807a56a2cf35","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ll-windowtabmanager_31bf3856ad364e35_10.0.26100.7920_none_b8e10bae56aa84a2\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..lcommon-tilecontrol_31bf3856ad364e35_10.0.26100.7920_none_14ea0eade102bdd0","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ll-windowtabmanager_31bf3856ad364e35_10.0.26100.7309_none_b91f1d9a567c90f7\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ll-windowtabmanager_31bf3856ad364e35_10.0.26100.7309_none_b91f1d9a567c90f7","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..mentsupport-preview_31bf3856ad364e35_10.0.26100.7920_none_9ed044ebbae3ff75","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..mization-mi-preview_31bf3856ad364e35_10.0.26100.7309_none_a65fa349a2c44e72","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..mization-mi-preview_31bf3856ad364e35_10.0.26100.7705_none_a634beb9a2e457b2","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ll-windowtabmanager_31bf3856ad364e35_10.0.26100.7920_none_b8e10bae56aa84a2","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..mentsupport-preview_31bf3856ad364e35_10.0.26100.7309_none_9f0e56d7bab60bca","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..mentsupport-preview_31bf3856ad364e35_10.0.26100.7705_none_9ee37247bad6150a","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..lcommon-tilecontrol_31bf3856ad364e35_10.0.26100.7920_none_14ea0eade102bdd0\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..kedshutdown-library_31bf3856ad364e35_10.0.26100.7309_none_33fd97feb9da0626","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..kedshutdown-library_31bf3856ad364e35_10.0.26100.7824_none_33c9fadeba004464\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..kedshutdown-library_31bf3856ad364e35_10.0.26100.7824_none_33c9fadeba004464","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ess-userdataservice_31bf3856ad364e35_10.0.26100.7705_none_da5c109ddfa0c069\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..ess-userdataservice_31bf3856ad364e35_10.0.26100.7705_none_da5c109ddfa0c069","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..kedshutdown-library_31bf3856ad364e35_10.0.26100.7309_none_33fd97feb9da0626\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..lcommon-tilecontrol_31bf3856ad364e35_10.0.26100.7309_none_15282099e0d4ca25","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..lcommon-tilecontrol_31bf3856ad364e35_10.0.26100.7824_none_14f48379e0fb0863\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..lcommon-tilecontrol_31bf3856ad364e35_10.0.26100.7824_none_14f48379e0fb0863","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..kedshutdown-library_31bf3856ad364e35_10.0.26100.7920_none_33bf8612ba07f9d1\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..kedshutdown-library_31bf3856ad364e35_10.0.26100.7920_none_33bf8612ba07f9d1","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..lcommon-tilecontrol_31bf3856ad364e35_10.0.26100.7309_none_15282099e0d4ca25\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uianimation_31bf3856ad364e35_10.0.26100.7920_none_270ae5471fc978ee\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-xaml-inkcontrols_31bf3856ad364e35_10.0.26100.1_none_cb494a2ccd3c94a1","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-xaml-inkcontrols_31bf3856ad364e35_10.0.26100.3323_none_6a24110114ad15ad\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-xaml-inkcontrols_31bf3856ad364e35_10.0.26100.3323_none_6a24110114ad15ad","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-storage_31bf3856ad364e35_10.0.26100.7920_none_a153d6af023a9a02","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-xaml-controls_31bf3856ad364e35_10.0.26100.7309_none_b1a88cd08e2604fb\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-xaml-controls_31bf3856ad364e35_10.0.26100.7309_none_b1a88cd08e2604fb","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-xaml-maps_31bf3856ad364e35_10.0.26100.7705_none_32eeb6067a3d68fe","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-xaml-maps_31bf3856ad364e35_10.0.26100.7920_none_32db88aa7a4b5369\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-xaml-maps_31bf3856ad364e35_10.0.26100.7920_none_32db88aa7a4b5369","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-xaml-maps_31bf3856ad364e35_10.0.26100.7309_none_33199a967a1d5fbe\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-xaml-maps_31bf3856ad364e35_10.0.26100.7309_none_33199a967a1d5fbe","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-xaml-maps_31bf3856ad364e35_10.0.26100.7705_none_32eeb6067a3d68fe\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-storage_31bf3856ad364e35_10.0.26100.7920_none_a153d6af023a9a02\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shell-component_31bf3856ad364e35_10.0.26100.7623_none_e94f8869ba9d66d1","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shell-component_31bf3856ad364e35_10.0.26100.7824_none_e939d1c9baadb854\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shell-component_31bf3856ad364e35_10.0.26100.7824_none_e939d1c9baadb854","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shellcommoninetcore_31bf3856ad364e35_10.0.26100.7920_none_571d62e5841f1d99\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shellcommoninetcore_31bf3856ad364e35_10.0.26100.7920_none_571d62e5841f1d99","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shell-component_31bf3856ad364e35_10.0.26100.7623_none_e94f8869ba9d66d1\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-storage_31bf3856ad364e35_10.0.26100.7309_none_a191e89b020ca657","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-storage_31bf3856ad364e35_10.0.26100.7824_none_a15e4b7b0232e495\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-storage_31bf3856ad364e35_10.0.26100.7824_none_a15e4b7b0232e495","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shell-component_31bf3856ad364e35_10.0.26100.7920_none_e92f5cfdbab56dc1\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shell-component_31bf3856ad364e35_10.0.26100.7920_none_e92f5cfdbab56dc1","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-storage_31bf3856ad364e35_10.0.26100.7309_none_a191e89b020ca657\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unix-winsock-provider_31bf3856ad364e35_10.0.26100.1_none_10d0ff23e9adc15c","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-update-aggregators_31bf3856ad364e35_10.0.26100.1150_none_fedd97c0a1bb779d\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-update-aggregators_31bf3856ad364e35_10.0.26100.1150_none_fedd97c0a1bb779d","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unionfs-driver_31bf3856ad364e35_10.0.26100.7309_none_47967f7a1723f430","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unionfs-driver_31bf3856ad364e35_10.0.26100.7705_none_476b9aea1743fd70\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unionfs-driver_31bf3856ad364e35_10.0.26100.7705_none_476b9aea1743fd70","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-update-museuxdocked_31bf3856ad364e35_10.0.26100.7309_none_c1569985cb0b55ec","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-update-museuxdocked_31bf3856ad364e35_10.0.26100.7309_none_c1569985cb0b55ec\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-update-museuxdocked_31bf3856ad364e35_10.0.26100.7705_none_c12bb4f5cb2b5f2c","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-update-aggregators_31bf3856ad364e35_10.0.26100.7309_none_fec234d2a1d1065f\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-update-aggregators_31bf3856ad364e35_10.0.26100.7309_none_fec234d2a1d1065f","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-update-ducsps_31bf3856ad364e35_10.0.26100.7309_none_685db0d0ed5d5199","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unionfs-driver_31bf3856ad364e35_10.0.26100.7309_none_47967f7a1723f430\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unbcl_31bf3856ad364e35_10.0.26100.1150_none_f7fc77cc5c339d2b\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unbcl_31bf3856ad364e35_10.0.26100.1150_none_f7fc77cc5c339d2b","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unbcl_31bf3856ad364e35_10.0.26100.4202_none_f7ec7e905c406520\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-xaml-phone_31bf3856ad364e35_10.0.26100.7309_none_6c72526160059bc1","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-xaml-phone_31bf3856ad364e35_10.0.26100.7705_none_6c476dd16025a501","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unattendedjoin_31bf3856ad364e35_10.0.26100.1_none_b0088cffd56138b1","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unimodem-core-atmini_31bf3856ad364e35_10.0.26100.1150_none_26160140fb195080\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unimodem-core-atmini_31bf3856ad364e35_10.0.26100.1150_none_26160140fb195080","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unimodem-voice_31bf3856ad364e35_10.0.26100.1882_none_e0292252fee157a0\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unbcl_31bf3856ad364e35_10.0.26100.4202_none_f7ec7e905c406520","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unimodem-core_31bf3856ad364e35_10.0.26100.1882_none_3036a71c84ae1acb\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-unimodem-core_31bf3856ad364e35_10.0.26100.1882_none_3036a71c84ae1acb","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shellcommoninetcore_31bf3856ad364e35_10.0.26100.7824_none_5727d7b18417682c","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-cred-library_31bf3856ad364e35_10.0.26100.7824_none_5ae795e2428ce99e","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-cred-library_31bf3856ad364e35_10.0.26100.7920_none_5add211642949f0b\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-cred-library_31bf3856ad364e35_10.0.26100.7920_none_5add211642949f0b","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-cred-library_31bf3856ad364e35_10.0.26100.7309_none_5b1b33024266ab60\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-cred-library_31bf3856ad364e35_10.0.26100.7309_none_5b1b33024266ab60","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-cred-library_31bf3856ad364e35_10.0.26100.7824_none_5ae795e2428ce99e\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-fileexplorer_31bf3856ad364e35_10.0.26100.7824_none_228c8fe54b60772d","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-fileexplorer_31bf3856ad364e35_10.0.26100.7920_none_22821b194b682c9a\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-fileexplorer_31bf3856ad364e35_10.0.26100.7920_none_22821b194b682c9a","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-fileexplorer_31bf3856ad364e35_10.0.26100.7462_none_22bbfe4d4b3c3983\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-fileexplorer_31bf3856ad364e35_10.0.26100.7462_none_22bbfe4d4b3c3983","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-fileexplorer_31bf3856ad364e35_10.0.26100.7824_none_228c8fe54b60772d\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-biofeedback-library_31bf3856ad364e35_10.0.26100.7920_none_9d968bc7efd83b72","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uiautomationcore_31bf3856ad364e35_10.0.26100.7824_none_4bb0e407f2419a13\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uiautomationcore_31bf3856ad364e35_10.0.26100.7824_none_4bb0e407f2419a13","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uiautomationcore_31bf3856ad364e35_10.0.26100.7920_none_4ba66f3bf2494f80\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uianimation_31bf3856ad364e35_10.0.26100.7920_none_270ae5471fc978ee","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uiautomationcore_31bf3856ad364e35_10.0.26100.7623_none_4bc69aa7f2314890\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uiautomationcore_31bf3856ad364e35_10.0.26100.7623_none_4bc69aa7f2314890","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-biofeedback-library_31bf3856ad364e35_10.0.26100.7840_none_9da35c47efce522f\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-biofeedback-library_31bf3856ad364e35_10.0.26100.7840_none_9da35c47efce522f","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-biofeedback-library_31bf3856ad364e35_10.0.26100.7920_none_9d968bc7efd83b72\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-uiautomationcore_31bf3856ad364e35_10.0.26100.7920_none_4ba66f3bf2494f80","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-biofeedback-library_31bf3856ad364e35_10.0.26100.7309_none_9dd49db3efaa47c7\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-biofeedback-library_31bf3856ad364e35_10.0.26100.7309_none_9dd49db3efaa47c7","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-search_31bf3856ad364e35_10.0.26100.7920_none_909f14cfd32f61d1\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-search_31bf3856ad364e35_10.0.26100.7920_none_909f14cfd32f61d1","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shell-adaptivecards_31bf3856ad364e35_10.0.26100.1150_none_2df9a744fa166720","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-search_31bf3856ad364e35_10.0.26100.7462_none_90d8f803d3036eba","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-search_31bf3856ad364e35_10.0.26100.7824_none_90a9899bd327ac64\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-search_31bf3856ad364e35_10.0.26100.7824_none_90a9899bd327ac64","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shellcommoninetcore_31bf3856ad364e35_10.0.26100.7309_none_575b74d183f129ee\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shellcommoninetcore_31bf3856ad364e35_10.0.26100.7309_none_575b74d183f129ee","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shellcommoninetcore_31bf3856ad364e35_10.0.26100.7824_none_5727d7b18417682c\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shell-adaptivecards_31bf3856ad364e35_10.0.26100.1150_none_2df9a744fa166720\r","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shell-adaptivecards_31bf3856ad364e35_10.0.26100.7309_none_2dde4456fa2bf5e2","1"
"C:\Windows\WinSxS\amd64_microsoft-windows-ui-shell-adaptivecards_31bf3856ad364e35_10.0.26100.7309_none_2dde4456fa2bf5e2\r","1"
